smiles,original_smiles,molecular_formula,num_atoms,fragment_formula
C=C1CC1CN(O)CCCCc1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C17H24N2O3,46,C9H17NO
CC(=O)Nc1ccc(O)cc1SNC(O)CO,CC(=O)Nc1ccc(O)cc1,C10H14N2O4S,31,C2H7NO2S
CC(=O)Nc1ccc(O)c(C23C4C5CC6(O)C(O)(C(O)OC56C42)C3N)c1,CC(=O)Nc1ccc(O)cc1,C18H20N2O6,46,C10H13NO4
CC(=O)Nc1ccc(O)c(C2OCCC(C)NC2=N)c1,CC(=O)Nc1ccc(O)cc1,C14H19N3O3,39,C6H12N2O
CC(=O)N(CC(C)C1CC1)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C14H19NO2,36,C6H12
CC(=O)Nc1ccc(OC2C3=NC2C(C)(C)C24C(CC2N4C)O3)cc1,CC(=O)Nc1ccc(O)cc1,C19H23N3O3,48,C11H16N2O
CC(=O)Nc1ccc(O)cc1C1C2C3C4=CC45C3C3=CCCC15C32,CC(=O)Nc1ccc(O)cc1,C21H19NO2,43,C13H12
CC(=O)Nc1ccc(O)c(-c2cccc(F)c2)c1,CC(=O)Nc1ccc(O)cc1,C14H12FNO2,30,C6H5F
CC(=O)Nc1ccc(O)cc1C12CCNC34OC5C(C31)C1C5C142,CC(=O)Nc1ccc(O)cc1,C18H18N2O3,41,C10H11NO
CC(=O)Nc1ccc(O)c(C(F)(F)CF)c1,CC(=O)Nc1ccc(O)cc1,C10H10F3NO2,26,C2H3F3
C=CC1(C)CCC(C)C1CCC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H25NO2,46,C10H18
CC(=O)Nc1ccc(O)cc1N1C2=C(N)C3=CC1C(C3C)C2N,CC(=O)Nc1ccc(O)cc1,C17H20N4O2,43,C9H13N3
CC(=O)Nc1ccc(OC2N=CC(C=O)CC2C)cc1,CC(=O)Nc1ccc(O)cc1,C15H18N2O3,38,C7H11NO
CC(=O)N(c1ccc(O)cc1)C12CC34CC(O1)C1=C5CC13C54C2,CC(=O)Nc1ccc(O)cc1,C19H17NO3,40,C11H10O
CC(=O)Nc1ccc(O)cc1C1ONC=CC12CC2,CC(=O)Nc1ccc(O)cc1,C14H16N2O3,35,C6H9NO
CC(=O)Nc1ccc(O)c(OC23COC2C2CC3C3(C2)NCS3)c1,CC(=O)Nc1ccc(O)cc1,C17H20N2O4S,44,C9H13NO2S
COC1=C2C34CC12C1(OCC31c1cc(NC(C)=O)ccc1O)O4,CC(=O)Nc1ccc(O)cc1,C17H15NO5,38,C9H8O3
CC(=O)Nc1ccc(O)c(C23CC45CCC6CC(OC(=C2C63)O4)O5)c1,CC(=O)Nc1ccc(O)cc1,C19H19NO5,44,C11H12O3
CC(=O)Nc1ccc(O)cc1C1(O)CCC(CCO)C1,CC(=O)Nc1ccc(O)cc1,C15H21NO4,41,C7H14O2
CC(=O)Nc1ccc(O)c(CC2OC2N(CS)OO)c1,CC(=O)Nc1ccc(O)cc1,C12H16N2O5S,36,C4H9NO3S
CC(=O)Nc1ccc(OOCC2(CO)N(O)N3C45C6C37C64C257)cc1,CC(=O)Nc1ccc(O)cc1,C16H15N3O5,39,C8H8N2O3
CC(=O)Nc1ccc(O)c(C2C3C4=C(Cl)C(Cl)C432)c1,CC(=O)Nc1ccc(O)cc1,C14H11Cl2NO2,30,C6H4Cl2
CC(=O)Nc1ccc(O)cc1C1N=CC2OC21,CC(=O)Nc1ccc(O)cc1,C12H12N2O3,29,C4H5NO
CC(=O)Nc1ccc(O)cc1CC(C)CCO,CC(=O)Nc1ccc(O)cc1,C13H19NO3,36,C5H12O
CC(=O)N(c1ccc(O)cc1)C12SC(NOO)C3=C4C(NC3C41)C2O,CC(=O)Nc1ccc(O)cc1,C16H17N3O5S,42,C8H10N2O3S
CC(=O)Nc1ccc(O)cc1CC(=O)CN,CC(=O)Nc1ccc(O)cc1,C11H14N2O3,30,C3H7NO
CC(=O)Nc1ccc(O)c(C2C3CC45C6c7on(c7C4(N3)C65)N2CO)c1,CC(=O)Nc1ccc(O)cc1,C18H18N4O4,44,C10H11N3O2
CCC(CC)CC(C)CCCC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H29NO2,50,C10H22
CC(=O)Nc1ccc(OC2C3C#CC2(C)C(C(O)O)C3)cc1,CC(=O)Nc1ccc(O)cc1,C17H19NO4,41,C9H12O2
CC(=O)Nc1ccc(O)c(C23C4CNC45C2C53)c1,CC(=O)Nc1ccc(O)cc1,C14H14N2O2,32,C6H7N
CC(=O)Nc1ccc(O)cc1C12C3CC4OCC1C1(C)C4C2C31,CC(=O)Nc1ccc(O)cc1,C19H21NO3,44,C11H14O
C=C1C23C(N(C(C)=O)c4ccc(O)cc4)N4C2C25ON(C)C12C4C(O)C35,CC(=O)Nc1ccc(O)cc1,C19H19N3O4,45,C11H12N2O2
CC(=O)Nc1ccc(O)cc1C12C3CC14N=C1C2N2C3NC124,CC(=O)Nc1ccc(O)cc1,C16H14N4O2,36,C8H7N3
O=C(COO[PH](=O)O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C8H10NO6P,26,H3O4P
CC(=O)Nc1ccc(O)c(C23C4C5=CC5CC25C2CC53C24)c1,CC(=O)Nc1ccc(O)cc1,C19H17NO2,39,C11H10
CCCC(C)C(O)N(C(C)=O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C14H21NO3,39,C6H14O
C=CC(CC)C(CCO)OOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C16H23NO4,44,C8H16O2
CC(=O)Nc1ccc(OC23OCC2O3)cc1,CC(=O)Nc1ccc(O)cc1,C11H11NO4,27,C3H4O2
C=CN=c1oc(-c2cc(O)ccc2NC(C)=O)cs1,CC(=O)Nc1ccc(O)cc1,C13H12N2O3S,31,C5H5NOS
CC(=O)N(c1ccc(O)cc1)C12C3C4CCC(=N)C45C1C352,CC(=O)Nc1ccc(O)cc1,C17H16N2O2,37,C9H9N
CC(N)C1C2CC3(CC(=O)Nc4ccc(O)cc4)N2N13,CC(=O)Nc1ccc(O)cc1,C14H18N4O2,38,C6H11N3
CC(=O)Nc1ccc(O)cc1C12CC13C2=CC31OC1Cl,CC(=O)Nc1ccc(O)cc1,C15H12ClNO3,32,C7H5ClO
CC(=O)Nc1ccc(O)cc1C1(C)C2C3CC4C2(N)C34C1C,CC(=O)Nc1ccc(O)cc1,C18H22N2O2,44,C10H15N
CCNC(C)N1CC(c2cc(O)ccc2NC(C)=O)C2CC2O1,CC(=O)Nc1ccc(O)cc1,C17H25N3O3,48,C9H18N2O
CC(=O)Nc1ccc(OC2(O)N3C(SOO)C4CC5=CC2(N)C53C4)cc1,CC(=O)Nc1ccc(O)cc1,C17H19N3O5S,45,C9H12N2O3S
O=C(CC1N2C3NC4(NC5C=C=C53)C2N14)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H15N5O2,38,C8H8N4
O=C(CC1NC23C4OC15C41CC1C1C4CC12C435)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C20H18N2O3,43,C12H11NO
CC(=O)Nc1ccc(O)cc1OC(C)(O)CC12C3C4CC5C3C51N42,CC(=O)Nc1ccc(O)cc1,C18H20N2O4,44,C10H13NO2
CC(=O)N(c1ccc(O)cc1)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)Nc1ccc(O)cc1,C11H8F7NO2,29,C3HF7
CC(=O)Nc1ccc(O)c(C23C4CNN2C3N4)c1,CC(=O)Nc1ccc(O)cc1,C12H14N4O2,32,C4H7N3
CC(=O)N(NCC12C3C45CC31C42O5)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C15H14N2O3,34,C7H7NO
C=C(CCC)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C13H17NO2,33,C5H10
COC1CN1OOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C11H14N2O4,31,C3H7NO2
CC(=O)Nc1ccc(O)cc1C12CC34C(=O)C5OC(=C13)CN4C52,CC(=O)Nc1ccc(O)cc1,C17H14N2O4,37,C9H7NO2
CC(=O)Nc1ccc(O)cc1C12OC34C1C(=CCOO)C1C3(C)NC124,CC(=O)Nc1ccc(O)cc1,C18H18N2O5,43,C10H11NO3
CC(=O)Nc1ccc(O)c(C23CCC4CC(O)N5CC2C32C3(C5)CC432)c1,CC(=O)Nc1ccc(O)cc1,C21H24N2O3,50,C13H17NO
CC(=O)Nc1ccc(O)cc1C1CC12CO2,CC(=O)Nc1ccc(O)cc1,C12H13NO3,29,C4H6O
CC(=O)N(c1ccc(O)cc1)C1CCOC12CNC2,CC(=O)Nc1ccc(O)cc1,C14H18N2O3,37,C6H11NO
CC(=O)Nc1ccc(O)cc1C1(Cl)SC23OC2C=CC1O3,CC(=O)Nc1ccc(O)cc1,C14H12ClNO4S,33,C6H5ClO2S
CC(=O)Nc1ccc(O)cc1C12C3OC4OC5C6C7NC48C3(N56)C18C72,CC(=O)Nc1ccc(O)cc1,C18H15N3O4,40,C10H8N2O2
CC(=O)N(C1=CC2=C=CC13N1CC23N1O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H13N3O3,35,C8H6N2O
CC(=O)Nc1ccc(OC=CC2=CCO2)cc1,CC(=O)Nc1ccc(O)cc1,C13H13NO3,30,C5H6O
CC(=O)Nc1ccc(O)c(N2CC3CCC24COC34)c1,CC(=O)Nc1ccc(O)cc1,C15H18N2O3,38,C7H11NO
CC(=O)Nc1ccc(O)c(C2C3NOC4=CC5C6=CC32C45C6)c1,CC(=O)Nc1ccc(O)cc1,C18H16N2O3,39,C10H9NO
C=COC1(O)OCN1c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C12H14N2O5,33,C4H7NO3
CC(=O)Nc1ccc(O)cc1C1=C2OC2C1,CC(=O)Nc1ccc(O)cc1,C12H11NO3,27,C4H4O
C=C(ONO)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C10H12N2O4,28,C2H5NO2
O=C(CC1C=C=CN2NOC1O2)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C13H13N3O4,33,C5H6N2O2
CC(=O)Nc1ccc(O)c(C23C4=C5C4C2C52C4CC3N2O4)c1,CC(=O)Nc1ccc(O)cc1,C17H14N2O3,36,C9H7NO
CCC1C(COO)=CCC23CC2(CC(=O)Nc2ccc(O)cc2)C13,CC(=O)Nc1ccc(O)cc1,C19H23NO4,47,C11H16O2
CC(=O)Nc1ccc(OC2=C(C)C=C3N=CC2O3)cc1,CC(=O)Nc1ccc(O)cc1,C15H14N2O3,34,C7H7NO
CC(=O)Nc1ccc(O)c(C23C4C=CC56CC7C5C72OC42CC23C6)c1,CC(=O)Nc1ccc(O)cc1,C21H19NO3,44,C13H12O
CC(=O)N(OC1OC2C3=CC4=C(C)C4(C2CN)N3O1)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H19N3O5,45,C10H12N2O3
CC(=O)Nc1ccc(OOC2(S)C3=C4C3C(O)CC42)cc1,CC(=O)Nc1ccc(O)cc1,C15H15NO4S,36,C7H8O2S
CC(=O)N(c1ccc(O)cc1)N1C2OC34CC13C4S2,CC(=O)Nc1ccc(O)cc1,C13H12N2O3S,31,C5H5NOS
CC(=O)Nc1ccc(O)c(C2(O)C3CC45OC4N5N32)c1,CC(=O)Nc1ccc(O)cc1,C13H13N3O4,33,C5H6N2O2
CNCCCCC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C12H18N2O2,34,C4H11N
CC(=O)Nc1ccc(O)cc1C1=CC2=CC2C(Cl)O1,CC(=O)Nc1ccc(O)cc1,C14H12ClNO3,31,C6H5ClO
CC(=O)N(c1ccc(O)cc1)C12CC1C1C34C5OC2C2C53C124,CC(=O)Nc1ccc(O)cc1,C18H15NO3,37,C10H8O
CC(=O)Nc1ccc(O)c(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)c1,CC(=O)Nc1ccc(O)cc1,C12H8F9NO2,32,C4HF9
CNC1C2OC3=CC2(c2cc(NC(C)=O)ccc2O)C2C4C5=CC31C5C42,CC(=O)Nc1ccc(O)cc1,C21H20N2O3,46,C13H13NO
CCC(N)OOC(S)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C12H18N2O4S,37,C4H11NO2S
CC(=O)Nc1ccc(O)c(C2=C(F)C3(F)OC4CC3(F)C2=CN4)c1,CC(=O)Nc1ccc(O)cc1,C16H13F3N2O3,37,C8H6F3NO
CC(=O)Nc1ccc(O)cc1OC1OCC2(CO)C1=CC1CC2C1,CC(=O)Nc1ccc(O)cc1,C18H21NO5,45,C10H14O3
CC(=O)Nc1ccc(O)cc1C12C(Cl)C3C4(Cl)CC31N42,CC(=O)Nc1ccc(O)cc1,C14H12Cl2N2O2,32,C6H5Cl2N
CC(=O)Nc1ccc(O)c(C23CC4(F)C5C4C52C3)c1,CC(=O)Nc1ccc(O)cc1,C15H14FNO2,33,C7H7F
CC1C2=C3C(C)C(CC(=O)Nc4ccc(O)cc4)(C3CC2)C1O,CC(=O)Nc1ccc(O)cc1,C19H23NO3,46,C11H16O
O=C(Cn1cnnn1)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H9N5O2,25,CH2N4
CC(=O)Nc1ccc(O)cc1C1C2=C3C4CNC(C4O)C321,CC(=O)Nc1ccc(O)cc1,C16H16N2O3,37,C8H9NO
CC(=O)Nc1ccc(O)c(C23N4C5C6=CC7NNC62C3(N7)C54)c1,CC(=O)Nc1ccc(O)cc1,C16H15N5O2,38,C8H8N4
CC(=O)Nc1ccc(O)cc1C1=C2C3C=CCOCC4OC1C2C43,CC(=O)Nc1ccc(O)cc1,C19H19NO4,43,C11H12O2
CC(=O)Nc1ccc(O)c(C2CCCCC2(C)C)c1,CC(=O)Nc1ccc(O)cc1,C16H23NO2,42,C8H16
O=C(CC12C3CNOC4OC15C2NC435)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C15H15N3O4,37,C7H8N2O2
O=C(CC12C3CCC4OC(C(=CCO3)C41)C1NC12)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C20H22N2O4,48,C12H15NO2
CSC1=C2N=C1OC2c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C13H12N2O3S,31,C5H5NOS
CC(=O)Nc1ccc(O)c(N(C#N)N=N)c1,CC(=O)Nc1ccc(O)cc1,C9H9N5O2,25,CH2N4
CC(=O)Nc1ccc(O)c(C2=CC3ON4C5CC36C=C=C5C2C46)c1,CC(=O)Nc1ccc(O)cc1,C19H16N2O3,40,C11H9NO
CC(=O)Nc1ccc(O)cc1CN(CO)CC(C)C1CC#CC1C=O,CC(=O)Nc1ccc(O)cc1,C19H24N2O4,49,C11H17NO2
CC(=O)Nc1ccc(OC23C4C5C6C54C2C63O)cc1,CC(=O)Nc1ccc(O)cc1,C15H13NO3,32,C7H6O
CC(=O)Nc1ccc(O)c(C23C4=C(C42)N3C(C)F)c1,CC(=O)Nc1ccc(O)cc1,C14H13FN2O2,32,C6H6FN
CC(=O)Nc1ccc(O)cc1C1C2C3C4N5C12C1OCC2C41C325,CC(=O)Nc1ccc(O)cc1,C18H16N2O3,39,C10H9NO
CC(=O)N(c1ccc(O)cc1)C1OC2OC3C(O)C4C5C2C3NOCC451,CC(=O)Nc1ccc(O)cc1,C18H20N2O6,46,C10H13NO4
CC(=O)Nc1ccc(O)cc1C1=C(C(F)CF)C(F)N2C=C12,CC(=O)Nc1ccc(O)cc1,C15H13F3N2O2,35,C7H6F3N
CC(=O)Nc1ccc(O)c(N2CC34N5CC36COC43CC(C)(C26)C53)c1,CC(=O)Nc1ccc(O)cc1,C19H21N3O3,46,C11H14N2O
C=CC1(N(C(C)=O)c2ccc(O)cc2)NC(=C)O1,CC(=O)Nc1ccc(O)cc1,C13H14N2O3,32,C5H7NO
CN1CC2CC3OC4(CC(=O)Nc5ccc(O)cc5)C23C2ONCC214,CC(=O)Nc1ccc(O)cc1,C18H21N3O4,46,C10H14N2O2
CC(=O)N(c1ccc(O)cc1)C12CC3C(C1)C31C2CON1C,CC(=O)Nc1ccc(O)cc1,C17H20N2O3,42,C9H13NO
C=C(c1cc(NC(C)=O)ccc1O)C(C)CCOO,CC(=O)Nc1ccc(O)cc1,C14H19NO4,38,C6H12O2
CC(=O)N(c1ccc(O)cc1)C12CC1(F)C1C3C4N3OC41C2C,CC(=O)Nc1ccc(O)cc1,C17H17FN2O3,40,C9H10FNO
C=CCC1COCCNCC1c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C17H24N2O3,46,C9H17NO
CC(=O)Nc1ccc(O)c(C2CNCNCN2)c1,CC(=O)Nc1ccc(O)cc1,C12H18N4O2,36,C4H11N3
CC(=O)Nc1ccc(O)c(C(C=CO)C2(CCN)CC2)c1,CC(=O)Nc1ccc(O)cc1,C16H22N2O3,43,C8H15NO
CC(=O)Nc1ccc(O)c(C2(C=C3OC4=C3C4)CCO2)c1,CC(=O)Nc1ccc(O)cc1,C16H15NO4,36,C8H8O2
CC(=O)Nc1ccc(OCC=C2N=CC(=S)O2)cc1,CC(=O)Nc1ccc(O)cc1,C13H12N2O3S,31,C5H5NOS
CC(=O)Nc1ccc(O)c(C23C4CC25C3CC(C2OC3C=C2O3)CN45)c1,CC(=O)Nc1ccc(O)cc1,C20H20N2O4,46,C12H13NO2
CNC1(CCc2cc(NC(C)=O)ccc2O)CC=C=C=C(C)C1,CC(=O)Nc1ccc(O)cc1,C19H24N2O2,47,C11H17N
CC(=O)Nc1ccc(O)c(C2=CC3C(=C(F)Cl)C23)c1,CC(=O)Nc1ccc(O)cc1,C14H11ClFNO2,30,C6H4ClF
CC(=O)Nc1ccc(O)c(C2C3C4NC56OC78C3C(SCN47)C5C268)c1,CC(=O)Nc1ccc(O)cc1,C18H17N3O3S,42,C10H10N2OS
CNOCC1CCC1Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C14H20N2O3,39,C6H13NO
CC(=O)Nc1ccc(OC2CC3C4=CC43C2)cc1,CC(=O)Nc1ccc(O)cc1,C15H15NO2,33,C7H8
CC(=O)Nc1ccc(O)c(C23SC45CN2C4C3CCOOO5)c1,CC(=O)Nc1ccc(O)cc1,C15H16N2O5S,39,C7H9NO3S
O=C(COC12C3=CC(C3)CC3C1C32O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C17H17NO4,39,C9H10O2
O=C(CC12CC3C4=C5C(O1)N5C432)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C15H12N2O3,32,C7H5NO
CC(=O)Nc1ccc(O)c(N(O)C23C4C5=C6C7(CC47)C2CC563)c1,CC(=O)Nc1ccc(O)cc1,C18H16N2O3,39,C10H9NO
CC(=O)N(C=C1COC(O)C1)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C13H15NO4,33,C5H8O2
CC(=O)Nc1ccc(On2[nH]n2C2=CC=NC23C=N3)cc1,CC(=O)Nc1ccc(O)cc1,C13H12N6O2,33,C5H5N5
CC(=O)N(C1=CCC(C)C1OO)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C14H17NO4,36,C6H10O2
CC(=O)Nc1ccc(OC2C=CC3C45CC(O4)C23O5)cc1,CC(=O)Nc1ccc(O)cc1,C16H15NO4,36,C8H8O2
CC(=O)Nc1ccc(OC23CC45COC2C4C3C5)cc1,CC(=O)Nc1ccc(O)cc1,C16H17NO3,37,C8H10O
CC(=O)N(c1ccc(O)cc1)C1CC(O)COC2C3C1=C3C2(C)O,CC(=O)Nc1ccc(O)cc1,C18H21NO5,45,C10H14O3
O=C(CC12CC3CN1NC1CC3=C3OCC(C1)C32)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C20H23N3O3,49,C12H16N2O
CC(=O)Nc1ccc(O)c(C23C=C4CN(C2)C2=C(O2)C4ONC3O)c1,CC(=O)Nc1ccc(O)cc1,C17H17N3O5,42,C9H10N2O3
CC(=O)Nc1ccc(O)c(NC23CC45C6(O)C27C4(C3)C657)c1,CC(=O)Nc1ccc(O)cc1,C16H14N2O3,35,C8H7NO
CC(=O)N(c1ccc(O)cc1)C1C2C3NC(C)C24C25OOC14C2=C35,CC(=O)Nc1ccc(O)cc1,C18H16N2O4,40,C10H9NO2
CC(=O)Nc1ccc(O)cc1C1C2=C3C4(N)C5C(CN4C31O)OC25,CC(=O)Nc1ccc(O)cc1,C17H17N3O4,41,C9H10N2O2
CC(=O)Nc1ccc(OC2=C3C4SNCCC3N2C4OO)cc1,CC(=O)Nc1ccc(O)cc1,C15H17N3O4S,40,C7H10N2O2S
CC(=O)N(COC1COCC(C)N1)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C14H20N2O4,40,C6H13NO2
CCOCOc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H15NO4,31,C3H8O2
CC(=O)Nc1ccc(O)cc1C12OC1C1OC2C2=CN21,CC(=O)Nc1ccc(O)cc1,C14H12N2O4,32,C6H5NO2
CC(=O)Nc1ccc(O)c(C2=C(N)C3=C4N3C3C5OC(C)C24C3O5)c1,CC(=O)Nc1ccc(O)cc1,C18H17N3O4,42,C10H10N2O2
CC(=O)Nc1ccc(OC2=CCC=CS2)cc1,CC(=O)Nc1ccc(O)cc1,C13H13NO2S,30,C5H6S
CC(=O)Nc1ccc(O)cc1C12CCCNC34CC3C1CCN4N=CO2,CC(=O)Nc1ccc(O)cc1,C19H24N4O3,50,C11H17N3O
CCC1CC2CC1(c1cc(O)ccc1NC(C)=O)C2,CC(=O)Nc1ccc(O)cc1,C16H21NO2,40,C8H14
CC(=O)Nc1ccc(O)c(C23CC24OC2(CCl)C(=N3)C24)c1,CC(=O)Nc1ccc(O)cc1,C15H13ClN2O3,34,C7H6ClNO
CC(=O)Nc1ccc(ONC2C3C4N3C3C5C6OC4(C26)C53)cc1,CC(=O)Nc1ccc(O)cc1,C17H17N3O3,40,C9H10N2O
C=C1CC(CC)CN1OOc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C15H20N2O4,41,C7H13NO2
CC(=O)N(c1ccc(O)cc1)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)Nc1ccc(O)cc1,C11H8F7NO2,29,C3HF7
CCC1CCCNC1NCc1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C16H25N3O2,46,C8H18N2
CC(=O)Nc1ccc(O)c(C23NC(O)CN4CC56CC2(O5)C463)c1,CC(=O)Nc1ccc(O)cc1,C16H17N3O4,40,C8H10N2O2
CC(=O)Nc1ccc(O)c(N(C)COC2CCCC2)c1,CC(=O)Nc1ccc(O)cc1,C15H22N2O3,42,C7H15NO
CC(=O)Nc1ccc(OC23C4=C2C(CF)(C(F)F)C43)cc1,CC(=O)Nc1ccc(O)cc1,C15H12F3NO2,33,C7H5F3
CC(=O)Nc1ccc(O)c(C2N=COC=N2)c1,CC(=O)Nc1ccc(O)cc1,C11H11N3O3,28,C3H4N2O
CC(=O)Nc1ccc(O)cc1C1C2OC34NC3C2C42ON12,CC(=O)Nc1ccc(O)cc1,C14H13N3O4,34,C6H6N2O2
O=C(CC(O)=NCO)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H12N2O4,28,C2H5NO2
O=C(CC1=COC2CC1C1CCCC21O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C18H21NO4,44,C10H14O2
CC(=O)Nc1ccc(O[SH]234C=C2C2N3N24)cc1,CC(=O)Nc1ccc(O)cc1,C11H11N3O2S,28,C3H4N2S
CC(=O)N(c1ccc(O)cc1)C1OC2(C)C(F)=C1C1=CN12,CC(=O)Nc1ccc(O)cc1,C15H13FN2O3,34,C7H6FNO
CC(=O)Nc1ccc(O)c(C23C4C5C=C6CC62C26C5C4C2C36)c1,CC(=O)Nc1ccc(O)cc1,C20H17NO2,40,C12H10
CC(=O)Nc1ccc(O)c(C2(C)COC3=COC2NC3(C)O)c1,CC(=O)Nc1ccc(O)cc1,C16H20N2O5,43,C8H13NO3
CC(=O)Nc1ccc(O)c(C2C(OO)[SH2]34C5NC6C7OC38NC8C65C724)c1,CC(=O)Nc1ccc(O)cc1,C17H19N3O5S,45,C9H12N2O3S
CCN1N=COOCC1C(C)CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C17H25N3O4,49,C9H18N2O2
CC(=O)Nc1ccc(O)cc1C1(C23CNC45CN2C4(C5)C3)CN1,CC(=O)Nc1ccc(O)cc1,C17H20N4O2,43,C9H13N3
CC(=O)Nc1ccc(OC23CCC(CC2O)C3)cc1,CC(=O)Nc1ccc(O)cc1,C15H19NO3,38,C7H12O
CC(=O)Nc1ccc(O)cc1N1OC2C3C24C2CNC5C(C21)C534,CC(=O)Nc1ccc(O)cc1,C17H17N3O3,40,C9H10N2O
CC(=O)Nc1ccc(O)cc1OCC1(O)C2C3C45OCC24C315,CC(=O)Nc1ccc(O)cc1,C16H15NO5,37,C8H8O3
CC(=O)Nc1ccc(OC2CC3CC(C3)ON2)cc1,CC(=O)Nc1ccc(O)cc1,C14H18N2O3,37,C6H11NO
CC(=O)N(c1ccc(O)cc1)C12OC13C=C1C2N2CC4NCC1(N2)C43O,CC(=O)Nc1ccc(O)cc1,C18H18N4O4,44,C10H11N3O2
O=C(CC12N3C4CC1(Cl)C1CC42ON13)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C15H14ClN3O3,36,C7H7ClN2O
CC(=O)Nc1ccc(O)cc1CC12C3C4=C(C)C1(O)CNC(O)(C43)C2O,CC(=O)Nc1ccc(O)cc1,C19H22N2O5,48,C11H15NO3
CC(=O)N(OC1C(O)OC2=CC3C4C2C314)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C16H15NO5,37,C8H8O3
C=C[SH3](OC1=NCO1)Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C12H16N2O4S,35,C4H9NO2S
CCCC1C(C)CCC1CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C17H25NO2,45,C9H18
CNCC1(c2cc(O)ccc2NC(C)=O)CNC2OC=CC21O,CC(=O)Nc1ccc(O)cc1,C16H21N3O4,44,C8H14N2O2
CC(=O)Nc1ccc(O)cc1C12NC3CC1C1CC(C)C(C1)C32,CC(=O)Nc1ccc(O)cc1,C19H24N2O2,47,C11H17N
CC(=O)Nc1ccc(O)cc1C1(C)C2OCCC3C1N32,CC(=O)Nc1ccc(O)cc1,C15H18N2O3,38,C7H11NO
CC(=O)Nc1ccc(O)cc1N(ON)C12SCC3C4C5C6=C1C35CC642,CC(=O)Nc1ccc(O)cc1,C18H17N3O3S,42,C10H10N2OS
COC1(CC(=O)Nc2ccc(O)cc2)CC(C)CC=CC1O,CC(=O)Nc1ccc(O)cc1,C17H23NO4,45,C9H16O2
CC(=O)Nc1ccc(OC23C4CC5C2C53N4Cl)cc1,CC(=O)Nc1ccc(O)cc1,C14H13ClN2O2,32,C6H6ClN
CC(=O)Nc1ccc(O[SH]23(Cl)C4=C5C6(OCC52C63)O4)cc1,CC(=O)Nc1ccc(O)cc1,C14H12ClNO4S,33,C6H5ClO2S
CCC(CC)C(C)Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C15H23NO2,41,C7H16
