smiles,molecular_formula,num_atoms,time
CN(C)CCN(C(=O)c1cnc2ccccc2c1)c1ccccc1,C20H21N3O,45,0.0025940171908587217
CCN1CCN(C(=O)NC2=CC=C(Cl)CC2)C1=O,C12H16ClN3O2,34,0.022027717903256416
CCOC(=O)NC1=C(c2ccccc2OC)N1C,C13H16N2O3,34,0.009366334415972233
c1ccc(NCCCN2c3nc2n(-c2ccccn2)n3)cc1,C16H16N6,38,0.002199334790930152
CCCCOC(=O)Cn1nc(C)nc1N=C(OCc1ccccc1)c1sc2nc1C(=O)N2CC,C23H26N6O4S,60,0.0017238962464034557
O=C(N(CCc1ccccc1)CCN1CCCC1)N1CCN(c2ccccc2Br)CC1,C25H33BrN4O,64,0.003936838824301958
CC(=O)N(C)C(=O)C1=CC=c2oc3cccn3nc1n2C,C14H14N4O3,35,0.03419140726327896
COc1c(C(F)(F)F)cc2[nH]c(=O)n(-c3ccc(C(F)(F)F)cc3)c(=O)c2c1OC,C18H12F6N2O4,42,0.00774528319016099
COc1ccc(C(=O)N2CCCN(C)CCN(C(=O)C#N)C2=O)s1,C15H18N4O4S,42,0.013164388947188854
COc1ccc(S(=O)(=O)N(C)CCc2ccc(C#N)cc2)cc1,C17H18N2O3S,41,0.002251972910016775
O=C(CN1CCCOP2(=O)OP1(=O)O2)N1CCN(CC2CCCCC2)CC1,C16H29N3O6P2,56,0.003136303275823593
CC(C)(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)C12CCCN(C1=O)C2=O,C18H20Cl2N2O3,45,0.004291336517781019
CC(=O)NC(=O)CCN(C)C(=O)c1cccc2nc3c(nc12)c(-c1ccc(F)cc1)cc1ccc(Cl)cc13,C29H22ClFN4O3,60,0.0043300846591591835
Cc1cc2ccccc2nc1-c1ccccc1N1CCN(C2CCCC2)CC1=O,C25H27N3O,56,0.002576841739937663
CCN(CCNC(=O)N1Cc2ccc1cc2)C1=NC23C4=CC=CC2C(=O)N4N=C3S1,C21H20N6O2S,50,0.02076723612844944
O=C(O)N1CCCCCCCCCCS1=O,C11H21NO3S,37,0.014248297549784184
CCP12=CS1(=O)(N(C)C)S2(=O)=O,C5H12NO3PS2,24,0.11572008579969406
Nc1nc2nn1CCN(c1ccccc1-c1ccccc1)Cc1ccccc1-2,C23H21N5,49,0.002017787890508771
Cc1ccccc1OC(=O)CC1(C(=O)N2CCCC2)CCCC1,C19H25NO3,48,0.006551873404532671
CC1(C)CC(CCCCC2CCCCC2)=CC=C(OC(=O)C(C)(C)C)C(=O)O1,C24H38O4,66,0.01746051199734211
CC1=C(C(=O)OC(=O)CCCC(C)C)CCC1=O,C14H20O4,38,0.01746111549437046
N#CN1CCN(CCc2ccc(Cl)cc2)c2cnc(N)nc21,C15H15ClN6,37,0.007055744528770447
Cc1ccc(OCCN2CCCC2)cc1NC(=O)Nc1cc2ccc1cc2,C22H25N3O2,52,0.004751136060804129
COC(=O)C1=CCCN(C(=O)c2cccc(Br)c2)CCN(c2ccccc2)CS1(=O)=O,C22H23BrN2O5S,54,0.007547843270003796
CN(C)CC(=O)NC(=O)Nc1nc2ccc(NC(=O)CN(C)C)cc2s1,C16H22N6O3S,48,0.0011935156071558595
COP(=O)(O)OC(C)(C)OC(=O)c1[nH]c(=O)n2c1C(=O)NC2=O,C10H12N3O9P,35,0.009657273069024086
O=C1COC(=O)N1CCC1CCCCO1,C10H15NO4,30,0.038259007036685944
CCCNC(=O)C1=Cc2cnc(n2CCOCC)S1,C13H19N3O2S,38,0.01085298415273428
O=C(N1CCCC1)N1CCC2CN(CC3CCCCC3)CCC21,C19H33N3O,56,0.0021145674400031567
Cc1ccc(C(=O)Oc2ccc(C(C)(C)CN3CCCCC3)cc2)c2ccccc12,C27H31NO2,61,0.0010183337144553661
O=C1CSCN1C(=O)N(C(=O)N1CCCCC1)C1CCCCC1,C16H25N3O3S,48,0.003825434250757098
CCCCCn1nc2c(=O)n(c1=O)CC(C(=CC#Cc1ccccc1)C(F)(F)F)=C2,C22H20F3N3O2,50,0.012196201831102371
CCOC(=O)c1ccc(OC(=O)OC(C)(C)C)cc1C(=C(C)C)c1ccccc1C(=O)OC,C26H30O7,63,0.0010485963430255651
CC(C)(C)OC(=O)CN(C(=O)c1cccc(Br)c1)C(=O)c1cc(Br)ccc1Br,C20H18Br3NO4,46,0.004364244639873505
COC(=O)c1ccccc1-c1cc(C(=O)C2(CN3CCCCC3=O)CC2)coc1=O,C23H23NO6,53,0.0052792830392718315
COC(=O)c1cc(OC)cc2c1C(=O)Nc1nc(no1)CC2,C14H13N3O5,35,0.023756446316838264
C1=C2C(=C1)C(CCN1CCCCC1)(c1ccccc1N1CCCC1)N2c1nc2ccc1cc2,C29H32N4,65,0.01760302111506462
CCCC1=C(c2ccc(OC)cc2)C(=O)OC1=O,C14H14O4,32,0.011002973653376102
Cc1ccc(C(=O)N(CCN2CCCCC2)c2ncc3c(=O)[nH]c4ccccc4n23)nc1,C24H26N6O2,58,0.0011832561576738954
CN(CC(=O)O)C(=O)c1nc2ccccc2cc1Br,C13H11BrN2O3,30,0.003757078666239977
Cc1ccc(S(N)(=O)=O)c2nn(C)nc12,C8H10N4O2S,25,0.012481629848480225
CC(=NN(c1ccc(C)nc1-c1cc(F)ccc1C(F)(F)F)C(C)C)c1ccc(Cl)cc1,C24H22ClF4N3,54,0.006464881356805563
CC(C)CCOC1=CC(Cl)=C1Cl,C9H12Cl2O,24,0.08575122058391571
CCNS(C)(=NC1=NC2=NN=CC2=C1)(c1ccc(C(F)(F)F)cc1)c1cccc(Cl)c1,C21H19ClF3N5S,50,0.01520600076764822
CCS(=O)(=O)Nc1ccc2cccc(C=C(C#N)CN3CCN(C)C3=O)c2c1,C20H22N4O3S,50,0.006691974122077227
COC(=O)C(=CC(=O)NS(=O)(=O)c1ccccc1)SC=CC=C1C(C)=Nc2cc(C(F)(F)C(F)(F)F)c(OC)cc21,C26H21F5N2O6S2,62,0.010646414943039417
CC(=O)N=C(c1ccc(Cl)c(C(F)(F)F)c1)n1ccccc1=O,C15H10ClF3N2O2,33,0.012772739864885807
CN1CCCCCN(C#N)CCn2c1nc1cc(Cl)cnc12,C15H19ClN6,41,0.013961640186607838
O=C(OC1CCCC1)c1sc2c3cc(F)cc(c13)N(c1ccc(F)c(F)c1)C(=O)CC2,C23H18F3NO3S,49,0.003292013658210635
COc1cc(N2CCN(Cc3ccccc3)CC2)ccc1C=Cc1cnnc(=O)[nH]1,C23H25N5O2,55,0.00497007928788662
C=C(C#N)S(=O)(=O)N(CCCN1C(=O)CC1c1cc(OC)c2cc(F)ccc2c1)CC(C)(C)C,C25H30FN3O4S,64,0.011616123840212822
NS1(=O)(c2ccccc2)C2=C3SC4=NN=C3c3cccc(c31)C2=N4,C17H10N4OS2,34,0.018889563158154488
Cn1c(=O)n(-c2ccccc2)c(=O)n(-c2cccc(C(F)(F)F)c2)c1=O,C17H12F3N3O3,38,0.00426744157448411
CN1CCN(C(=O)NN=c2cc2)C(=O)NC1=O,C9H11N5O3,28,0.022416677325963974
CS(=O)(=O)c1ccc(C(=O)OCCCN(CC(=O)N2CCCCC2)C(=O)c2ccc3c4c2C(=C3)OC4=O)oc1=O,C27H26N2O10S,66,0.00425171572715044
O=c1sc2nn1c(=O)n2C1CCCCN1CC1CCCCC1,C15H22N4O2S,44,0.001445865840651095
CCOc1ccc(NC(=O)Oc2cc(C)cc(SCC(=O)OC)n2)cc1OC,C19H22N2O6S,50,0.003997312393039465
c1ccc2nc3nc2-n(ncc2ncccc2cc1)c1cccn31,C18H12N6,36,0.009202671237289906
COc1ccc(C=CC=CC(=O)Oc2cc(OC)cc(S(=O)(=O)O)c2SCc2ccccc2)cc1,C26H24O7S2,59,0.0018414482474327087
O=P(O)(O)CCl,CH4ClO3P,10,0.035430096089839935
COc1ccc(-c2cncc(F)c2OCCN(C)C(=O)c2ccccc2)cc1,C22H21FN2O3,49,0.005293514579534531
NC(=O)N(C=CC=C(O)C1=Cc2cc1nn2-c1ccccc1)C(=O)c1ccccc1,C23H18N4O3,48,0.011534367688000202
COc1ccc(Cl)c(C(=O)Nc2ccc(C(=O)N(C)CCc3ccccc3OC)cc2)c1,C25H25ClN2O4,57,0.003895950736477971
O=C(CSC1=C2CCCCCCCCCN(CCC2)C1=O)Nc1cccc(F)c1,C23H31FN2O2S,60,0.0054864133708179
O=C(OC1CCCC1)c1ccc(C=Cc2ccc(F)cc2F)cn1,C19H17F2NO2,41,0.006051612552255392
CCC(=O)OCC(C)C(=O)N1CCCC(NC(=O)c2cccc(F)c2)C1=O,C19H23FN2O5,50,0.012946984730660915
CCCCCCCC(C(=O)C1CCCCC1)=C(Cl)C(=O)O,C17H27ClO3,48,0.013859949074685574
CCOc1nc2nnc3c(ccc(S(=O)(=O)Nc4ccccc4)c(C)ccc1C)nc(C)n23,C23H24N6O3S,57,0.0049645849503576756
COC(=O)c1cc(C(=O)OC2CCCCC2)ccc1OC(=O)C1(C)CCC(C)(C)CC1,C25H34O6,65,0.002397795207798481
CC1=Nc2ccccc2N=C(N)N(C)CCOC(c2cccc3ccccc23)=C1F,C24H23FN4O,53,0.020398950204253197
CCCCCCCCCCOCCOCCCOC(C)=O,C17H34O4,55,0.009273371659219265
CCN(C)CCN(C)CCCN1C(C(=O)O)=NC2=NC(=O)C1=N2,C14H22N6O3,45,0.011967110447585583
BrC1=CC(c2ncccn2)=C1,C8H5BrN2,16,0.04710770770907402
O=C(NCC1CCCCC1)c1nc(Cl)ccc1C(=O)N1CCCCC1,C19H26ClN3O2,51,0.001135175465606153
CCCN(CC(=O)N1CCCCC1)C(=O)c1ccc(F)cc1Cl,C17H22ClFN2O2,45,0.008982078172266483
Clc1cc2ccccc2nc1N1CCCC2CCCC21,C17H19ClN2,39,0.006704885046929121
CCCCCCCCOC(=O)c1ccc2o[si](=O)c(C)ccc1-2,C18H24O4Si,47,0.02154494822025299
COc1ccc(NCCN2C=CC=C(NCc3ccccc3)S2(=O)=O)cc1,C20H23N3O3S,50,0.012167585082352161
CN1CCN(c2ccc(Cl)cc2-c2ccc(C(F)(F)F)cc2C=O)C1=O,C18H14ClF3N2O2,40,0.00954766571521759
O=C1C2=CCCCCCN1CCC2,C11H17NO,30,0.01016315445303917
Cc1ccccc1-c1nc(C(=O)N2CCC(C(C)(C)C)C2)ccc1-c1ccccc1,C27H30N2O,60,0.003076838795095682
CC(=O)C1=CC=C(C(=O)CCCC2CCCCC2)C(=O)C1=O,C18H22O4,44,0.011518299579620361
CN(C)C(=O)N1CCCCN(C(=O)NC(=O)N2CCCC(OC(=O)O)C2)C1=O,C16H25N5O7,53,0.015112331137061119
COc1cc2ccc1n2CCc1ccccc1C1=C2C=CC=C2OC1=O,C22H17NO3,43,0.01628304459154606
O=C1c2cccc1c2C(=O)NS(=O)(=O)O,C8H5NO5S,20,0.00838729739189148
CCNC(=O)N1C(=O)N(C(=O)c2cccc(Cl)c2)CC(C)(C)C1=O,C16H18ClN3O4,42,0.009102946147322655
COC(=CC=C(OCC(=O)O)C(=O)N(C)CCCCOC(C)=O)C=C(C(=O)O)C(=O)OCCCCO,C23H33NO12,69,0.004638628102838993
CC(C)N1C(=O)NC(C)(C)C(C)(C)C1=O,C11H20N2O2,35,0.009884553961455822
COc1cccc(C(=O)C(C)(C)CN2C(=O)c3ccc(cc3)S2(=O)=O)c1,C19H19NO5S,45,0.0037830451037734747
CC(=O)N(C)C(=O)NC(=O)c1c(Cl)cc(Cl)cc1Cl,C11H9Cl3N2O3,28,0.012512242421507835
Cn1c(=O)n(C)c(=O)n(CCCOC(=O)c2ccccc2)c1=O,C15H17N3O5,40,0.0012738424120470881
O=[N+]1CCCN2CCN1CC2,C7H14N3O+,25,0.0255888681858778
O=C(c1ccccc1)c1ccc(C(F)(F)c2ccc3n2CCOC3=O)cc1,C21H15F2NO3,42,0.007057098671793938
Cc1cc(C(=O)N2CCN(C3CCCCC3)C2=O)ccc1Cl,C17H21ClN2O2,43,0.00243620784021914
CC1=CC(=O)NC(=O)C1=CC=C1SC2=C(C1=O)C(=O)N(S(=O)(=O)OCc1ccccc1)C2,C21H16N2O7S2,48,0.010531607083976269
COC1=CC(F)=C(C(=O)N2CCCC2)SC(C(=O)N2CCCOC2=O)=C1,C17H19FN2O5S,45,0.022388499230146408
O=c1[nH]c2ccccc(Nc3ccccc3F)cccc2[nH]1,C17H14FN3O,36,0.010956522077322006
C1#[Sn]CCCCCCCCCCCCCCCC1,C17H32Sn,50,0.033488430082798004
CN(CCOc1ccc(Cl)s1)C(=O)NCC(=O)O,C10H13ClN2O4S,31,0.018635736778378487
CC(C)(C)CCN(CCC#CN=C=S)C(=O)c1cc(F)ccc1F,C18H20F2N2OS,44,0.005746426060795784
CCOc1cc(C(=O)N2CCCC2=O)ccc1OC,C14H17NO4,36,0.0032681783195585012
Cn1ccnc1-c1ccccc1,C10H10N2,22,0.004083117004483938
COc1ccc(C=CC2=C3C(=O)N(C)C(=O)CN(C2=O)C3=O)cc1,C17H14N2O5,38,0.012996679171919823
CCCNC(=O)OCC,C6H13NO2,22,0.04305102676153183
Cc1ccc(S2(=O)=Nc3nn(-c4nnc(C)s4)c2c3C)cc1,C14H13N5OS2,35,0.012449152767658234
CCSc1nc2cc(Cl)ccc2n1C(=O)NCN(C)C(=O)COC(=O)c1ccc(C(F)(F)F)s1,C20H18ClF3N4O4S2,52,0.004121949430555105
COC1=C(c2cc(OC)ccc2C)C(=O)N(CC2CCCC2)C1=O,C19H23NO4,47,0.006300419569015503
CN(Cc1ccccc1)Cc1ccc(NC(=O)c2ccc(Br)cc2)cc1,C22H21BrN2O,47,0.0008652473334223032
Cc1cccc(CS(=O)(=O)Oc2ccccc2C)c1,C15H16O3S,35,0.0034680513199418783
CCOC(=O)CCC1=C(C(=O)OCCC(=O)O)OC(=O)C1=CC(C)=O,C16H18O9,43,0.006322760600596666
O=C1N2CCCn3c2nnc3N1C1CCCCC1,C12H17N5O,35,0.005865659564733505
COc1ccccc1NC(=O)c1cnc(-c2ccccc2OC)s1,C18H16N2O3S,40,0.0008952032076194882
Cn1c(=O)n(C2CCCCC2)c2ccccc21,C14H18N2O,35,0.0038478109054267406
N#Cc1ccc(C(=O)N2CCC(CN3CC3)C2)cc1,C15H17N3O,36,0.005735652521252632
CC(C)=C(C(=O)N1CCCC1)c1ccc(C(=O)NC(=O)c2ccccc2Br)cc1,C23H23BrN2O3,52,0.007246839813888073
COc1ccc(C(=O)N2CCCC2=O)cc1,C12H13NO3,29,0.0028777741827070713
COC(=CC=CC(=O)O)C(=O)c1cc(OC)ccc1-c1ccccc1,C20H18O5,43,0.008858186192810535
CCn1c2cccnc2n2nc(C)nc12,C10H11N5,26,0.005295267794281244
CC(=O)NC(=O)NC(=O)Nc1cc(O)c(C(=O)O)c(C(F)(F)F)c1,C12H10F3N3O6,34,0.01188014168292284
COC(=O)CCC1(C)CCN(C(=O)c2cc(OC)cc3ccccc23)C1=O,C21H23NO5,50,0.004211330320686102
CC(=O)c1ccc(-c2ccccc2)n(C2CCCC2)c1=O,C18H19NO2,40,0.006081646773964167
C=CC(=O)NC(=S)Sc1nnc(NS(=O)(=O)c2ccccc2)s1,C12H10N4O3S4,33,0.007749033160507679
COc1ccc(Cl)cc1C(=O)OCCCC(=O)OC(C)(C)Oc1ccccc1OC(C)(C)C,C25H31ClO7,64,0.0016666403971612453
NS(=O)(=O)N1CCCN(CCCCN2C(=O)Nc3nccc4cc(c5c(c34)NC(=O)Nc3ccccc3-5)S2(=O)=O)C1=O,C25H26N8O7S2,68,0.008969994261860847
COc1ccc(OCc2cc3ccc2o3)c(-c2ccccc2OC)c1,C21H18O4,43,0.0020699247252196074
O=C(Nc1cccc2ccccc12)N1CCCN(C(=O)Nc2noc3ccccc23)C1=O,C23H19N5O4,51,0.0015829805051907897
CC(C)(C)CCCCN1CCCN(C(=O)c2cc3ccc2oc3=O)C1=O,C20H26N2O4,52,0.004299973137676716
Nc1nc(C(=O)O)nc(=O)[nH]1,C4H4N4O3,15,0.010070445016026497
COCCN(C)C(=O)c1ccc2c(c1)C=CC=C(F)C=CC(F)=CC=C2,C21H21F2NO2,47,0.029761899262666702
C#CCCN1CCCN(C(C)(C)C)C1,C12H22N2,36,0.01839314214885235
CN(c1cccc(F)c1)S(=O)(=O)NC(=O)N1CCC(=O)N(c2nnc(-c3cc(Cl)ccc3F)c3c2-c2ccc(c(F)c2)C(=O)N3)C1,C29H21ClF3N7O5S,67,0.007389838341623545
COc1ccc2c(c1)OCC1(CCCCOC(=O)COC2=O)CCOC1=O,C19H22O8,49,0.014077430590987206
O=C(c1cccs1)N1CCCN(Cc2ccccc2)C1,C16H18N2OS,38,0.003141291905194521
N#CC(F)=CC=CC(F)=CC=Cc1ccccc1S(=O)(=O)N(CC(=O)O)C(=O)Oc1ccc(F)cc1,C24H17F3N2O6S,53,0.004631104879081249
COC(=O)C(C(=O)NC(=O)CCOC(C)=O)=C1SC=CC=C1OC,C15H17NO7S,41,0.012587626464664936
C1=C2C=C1CNC2,C6H7N,14,0.12004708498716354
O=C1C(OCCCC(=O)N2CCOC2=O)=CC=C1C(=O)N1CCCC1=O,C17H18N2O7,44,0.014222497120499611
Cc1cc(F)ccc1N=S12=NN=C(c3ccccc3F)N1CCCC2(C)C1CCCCC1,C25H30F2N4S,62,0.007604958955198526
Cc1nnc(-c2ccccc2OC(=O)Nc2cccc(Cl)c2)n1C,C17H15ClN4O2,39,0.0022965490352362394
CCN(C(=O)c1ccc(C=CC(C)=CC=CC(=O)N(CC(=O)O)C(=O)O)c(OC)c1)c1ccccc1,C27H28N2O7,64,0.007370263338088989
COC(=O)c1cc(OC(=O)CCOC(=O)c2ccc(C3=C(C#N)C=CC=CO3)cc2)ccc1OC,C26H21NO8,56,0.007860313169658184
CN1C(=O)N=C1C1=COC(C#N)=c2c(NC(=O)Cc3cccc(Cl)c3)cc(=CC=Cc3ccc(F)cc3)cc21,C30H20ClFN4O3,59,0.02939728833734989
CCCNC(=O)c1cccc(C(=O)OC)c1C(=O)Nc1ccccc1SC,C20H22N2O4S,49,0.003720613429322839
Clc1ccc(Cn2cnnc2-c2ccc(Br)cn2)cc1,C14H10BrClN4,30,0.0004463462682906538
NS(=O)(=O)c1cccc(C=Cc2ccccc2)ccc(O)cc1,C18H17NO3S,40,0.004390602465718985
CCN1CCCN(c2c(C(=O)N3CCCC3)c(C(=O)N(C)C=C(Cl)C=Cc3ccc(Cl)nc3)nn2C)C1=O,C26H31Cl2N7O3,69,0.0016284632729366422
CCCCCCc1ccc(C(=O)OCC(=O)OC(=O)CCC)c(OC)cccc(OC(C)=O)c1,C26H34O8,68,0.004493039101362228
COC(C=Cc1ccccc1)=CC=CC=C(C)n1c2ccc1nc2,C21H20N2O,44,0.014067388139665127
CN1C2=Nc3c4cccc3N(C(F)=C4)c3ccc(cc3)NC(=O)N3CCCN(CCCn4c2cnc41)C3=O,C27H25FN8O2,63,0.016556616872549057
CC(C)(C)NC(=O)OCCn1c(=O)scc(Cl)c1=O,C11H15ClN2O4S,34,0.01629338413476944
CCNC1=NC(=CC=C(Br)C(F)F)C(c2cccc(OC)c2)=N1,C16H16BrF2N3O,39,0.01785185933113098
CCCB(c1cc2nc3cnc2n13)C(C)(C)C,C13H18BN3,35,0.007004249840974808
COCCc1c(-c2ccnc(=O)n2C)ncn1-c1ccccc1,C17H18N4O2,41,0.002898182487115264
COc1ccc2c(c1)c(N(C(=O)O)C(=O)N(C)C)nc1ccccc12,C18H17N3O4,42,0.0036919398698955774
O=C(CCCCN1CCCCC1)N(Cc1ccccc1)C(=O)c1sc2nc1S2,C21H25N3O2S2,53,0.0028854217380285263
CCCCN(CCN1CCCCC1=O)C(=O)c1c(Oc2cccc(Cl)c2)ccc(Cl)c1C(F)(F)F,C25H27Cl2F3N2O3,62,0.008925586007535458
CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCCCCCCCOP1(=O)OCCCO1,C22H30FO8P,62,0.006589043885469437
COc1cccnc1N1C(=O)N(C(C)(C)C)Cc2cc(Br)ccc21,C18H20BrN3O2,44,0.005910499952733517
O=C(O)C1=CC=C(OC(=O)C2CC2)c2ccccc2CCCCc2ccccc21,C25H24O4,53,0.007159851025789976
CC(=O)N(CCCCCCCCN1CCCCC1=O)C(=O)c1cc2ccccc2s1,C24H32N2O3S,62,0.0035797585733234882
CC1(C(=O)c2cccc3ccccc23)CCCC1,C17H18O,36,0.0071836491115391254
O=C(Nc1ccccc1)Nc1ccc2cccc-2[nH]1,C15H13N3O,32,0.004961234051734209
CC(C)Oc1cc2ccc1NS2(=O)=O,C9H11NO3S,25,0.010913100093603134
COc1ccc(OCCn2c(=O)cc(C)n(-c3ccc(OC)cc3)c2=O)cc1,C21H22N2O5,50,0.004254726227372885
CCOCCCn1c(=O)n2cccc(C(=O)N3CCCCC3)n2c1=O,C17H24N4O4,49,0.006963931489735842
CP12=CC=CC3=CC=C1C=CC=C32,C12H11P,24,0.018325455486774445
CN(Cc1ccccc1)C(=O)Nc1nc2cc(Br)ccn2n1,C15H14BrN5O,36,0.0032466670963913202
CCSc1ccccc1NC(=O)c1ccc(Br)cc1,C15H14BrNOS,33,0.0012985259527340531
CCCN(CCNC(=O)c1cc2cn1cn2)C(=O)c1ccccc1,C18H20N4O2,44,0.010007863864302635
COC(=O)C(=O)CCCCC(=O)Nc1ncc2c(ccc3cccc32)s1,C19H18N2O4S,44,0.015370449051260948
O=C(CNC(=S)N1CCN(Cc2ccc(C(=O)N3CCCC3)cc2)CC1)N1CCCC1,C23H33N5O2S,64,0.0007914588786661625
O=C1c2ccccc2C(=O)C2(CCCC2)CCN1CCN1CCCC1,C21H28N2O2,53,0.0036970528308302164
CCOc1ccc(OC)cc1C(=O)N1CCC2CSC(NC(=O)CC)=C2C1=O,C20H24N2O5S,52,0.007665191311389208
C#CC#CC(=O)N1CCCN(C(C)(C)CN2CCCC2)C1=O,C17H23N3O2,45,0.002007625065743923
CN1CCN(CCn2c(=O)c3c4cc5cc4c2c5n3-c2ccccc2F)CC1,C22H21FN4O,49,0.010139111429452896
Nc1c2nc(n1-c1ccccc1Cl)NC2,C10H9ClN4,24,0.013647384941577911
O=C(CCc1ccccc1)Nc1nnc(COc2ccccc2)s1,C18H17N3O2S,41,0.001413513906300068
COc1ccc2c(C(=O)NC(=O)C(C)(C)C)c1C(OCCCOc1ccc3ccccc3c1)=C2,C28H29NO5,63,0.005705212242901325
O=S(=O)(NCCc1ccccc1)N1CCN(Cc2cccc(-c3ccccc3)n2)CC1,C24H28N4O2S,59,0.0011015780037268996
COC(=O)NCCCCOC(=O)NC(N)=O,C8H15N3O5,31,0.015673581510782242
CCCCC1=C(C)C(=O)OC1=O,C9H12O3,24,0.02200477011501789
COc1ccc(-c2cc(NS(=O)(=O)c3cccc(-c4ccccc4)c3)ccc2C#N)cc1,C26H20N2O3S,52,0.0013114624889567494
O=C1NC=Cc2nc3c(NC(=O)N4CCCCC4)nc2nc3N(CCC2CC2)CCN1,C21H28N8O2,59,0.004487524274736643
CC(C)(C)OC(=O)OCCOP(=O)(O)OCCCCCCCCCOP1(=O)OCCCO1,C19H38O11P2,70,0.01392098143696785
CON=NOC(=O)N(CCOONC(=O)OC)C(=O)NC(=O)NO,C8H14N6O10,38,0.036225851625204086
COc1ccccc1NC(=O)NCCn1cncn1,C12H15N5O2,34,0.003274905728176236
Fc1ccccc1C=Cn1c2nnc1N(Cc1ccccc1)C2,C18H15FN4,38,0.0038874491583555937
CN(CCOc1c2ccc(c1Cl)NC(=O)N2)S(=O)(=O)C1=Cc2cc1sc2C(=O)O,C17H14ClN3O6S2,43,0.02367265895009041
COc1ccc(C=CC(=O)Nc2ccc(C(=O)N3CCCC3)cc2)cc1,C21H22N2O3,48,0.0014241155004128814
CC(C)(C)CNC(=O)c1cnc2nnc3cc(-c4cccs4)ccc3c2n1,C20H19N5OS,46,0.0014958091778680682
CC(=O)OCCN(CCCOc1cc2ccc1cc2)C(=O)c1ccc(C)cc1,C23H25NO4,53,0.0047721704468131065
CN(C)CCCn1c(=O)n(C)c(=O)n(C(=O)N2CCCCC2)c1=O,C15H25N5O4,49,0.0016838510055094957
CCCCCCCCCCCCC=CC(=O)O,C15H28O2,45,0.007198830600827932
COc1ncccc1C(=O)NC(=O)c1ccc(Br)cc1C(F)(F)F,C15H10BrF3N2O3,34,0.004707490559667349
CCOC(=O)OP(=O)(O)OC(=O)c1ccc(C)nc1C(=O)NC(C)=O,C13H15N2O9P,40,0.005233401898294687
O=C1c2ccc(n(Cc3ccccc3)c2=O)N2CCN1CC2=O,C17H15N3O3,38,0.005736260674893856
CCc1cc(C=c2c(OC)cccc2=CNC(=O)c2ccccc2)nc(NC(=O)COC(=O)c2ccccc2)n1,C31H28N4O5,68,0.0011200166773051023
O=C(c1ccccc1)n1c(=O)c2nnc(o2)c2ccc1cc2,C16H9N3O3,31,0.003947599790990353
CCOC(=O)CCCCN1C(=O)C(c2cc(Cl)cc3ccccc23)N(C(=O)O)C1=O,C21H21ClN2O6,51,0.006600652821362019
CC(C)(C)CCN1CCN(c2cc(NC(=O)NS(=O)(=O)c3cccc(C(=O)O)c3)ccc2Cl)C1=O,C23H27ClN4O6S,62,0.0019971271976828575
O=C1CCN(C(=O)c2ccc(C(F)(F)F)cc2)C(=O)O1,C12H8F3NO4,28,0.0022014323621988297
COc1cc(-c2cc(C(=O)c3ccc(C=C(C)C)cc3)nc(N3CCCC3)n2)ccc1Br,C26H26BrN3O2,58,0.0065622818656265736
Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,C13H13NO2S,30,0.0026007380802184343
CCOC(F)(F)c1ccc(N2CCN(C(=O)N3CCC3)C2=O)c(OC)c1,C17H21F2N3O4,47,0.009219787083566189
S=C1N2CCCN(CCCCC=Cc3cccc4ccccc34)CCN1CC2,C24H31N3S,59,0.003356335451826453
COc1ccc(C(=O)N(C)C=C(Nc2ccccc2)c2cc(C)ccc2Cl)c(Cl)c1Cl,C24H21Cl3N2O2,52,0.007893324829638004
C1CC[Si]2(C1)CC2,C6H12Si,19,0.128500297665596
CN1CCC(Br)=C(c2ccc(OCC(=O)O)cc2)C1=O,C14H14BrNO4,34,0.007253861520439386
O=C1COC(=O)C1=CC=C(OCCCN1CCCC1)C(=O)c1cc2ccc1o2,C21H21NO6,49,0.008792896755039692
O=C1CN2CCN(S(=O)(=O)c3cccc4ccccc34)CCCCOCCCN1C2=O,C22H27N3O5S,58,0.014530098997056484
COC(=O)c1nc2sc1C(=O)Nc1cccnc1NC(=O)N2,C12H9N5O4S,31,0.015514097176492214
CN1C(=O)N(c2ccccc2)C1=O,C9H8N2O2,21,0.007322260178625584
COc1nc2c(-c3cccn3C)sc3ccc(OCCCCn4c(=O)c5ccc(o5)c4=O)cc3c-2n1,C26H22N4O5S,58,0.0040468936786055565
O=S(=O)(c1c2ccc3c(cccc13)C2)N1CCCCC1CN1CCCCC1,C22H28N2O2S,55,0.003574727103114128
CNNNN1[Se]C1=O,C2H6N4OSe,14,0.2116260975599289
COc1ccc(-c2ccccc2)c(NC(=O)N2CCC(C(=O)Nc3ccccc3)C2)n1,C24H24N4O3,55,0.004216853529214859
CCOC(=O)c1cccc(C2=C(C)N2C(=O)Cc2ccc(Cl)cc2OC)n1,C20H19ClN2O4,46,0.0055647073313593864
COc1ccccc1C(=O)CCCCCCC1CCCCC1=O,C20H28O3,51,0.006861760281026363
CN1CCCN(CCCN2CCCn3c4ccccc4c4c(n(-c5cc(Cl)cc(Cl)c5)cc43)C2=O)S1(=O)=O,C27H29Cl2N5O3S,67,0.002999653108417988
