smiles,original_smiles,molecular_formula,num_atoms,fragment_formula
CC(=O)Nc1ccc(O)c(C2=NO2)c1,CC(=O)Nc1ccc(O)cc1,C9H8N2O3,22,CHNO
COCON=Cc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H14N2O4,31,C3H7NO2
CC(=O)Nc1ccc(O)cc1OC1CC(Br)O1,CC(=O)Nc1ccc(O)cc1,C11H12BrNO4,29,C3H5BrO2
CC(=O)N(c1ccc(O)cc1)[SH2]12C3C14NC342,CC(=O)Nc1ccc(O)cc1,C11H12N2O2S,28,C3H5NS
CC(=O)Nc1ccc(OP(=O)(O)O[O-])cc1,CC(=O)Nc1ccc(O)cc1,C8H9NO6P-,25,H2O4P-
CCCC(C)Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C13H19NO2,35,C5H12
CC(=O)Nc1ccc(O)c(C(CCl)C(Cl)Cl)c1,CC(=O)Nc1ccc(O)cc1,C11H12Cl3NO2,29,C3H5Cl3
CC(=O)Nc1ccc(O)cc1C(O)C1N=[SH2]1C,CC(=O)Nc1ccc(O)cc1,C11H16N2O3S,33,C3H9NOS
CC(=O)Nc1ccc(O)c(C=CCl)c1,CC(=O)Nc1ccc(O)cc1,C10H10ClNO2,24,C2H3Cl
CC(=O)Nc1ccc(O)cc1[SH]12=CN1N2,CC(=O)Nc1ccc(O)cc1,C9H11N3O2S,26,CH4N2S
CCC(OF)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H14FNO3,30,C3H7FO
CC(=O)Nc1ccc(O)cc1SC1CC1C,CC(=O)Nc1ccc(O)cc1,C12H15NO2S,31,C4H8S
CC(=O)Nc1ccc(OC2(Cl)CC2)cc1,CC(=O)Nc1ccc(O)cc1,C11H12ClNO2,27,C3H5Cl
CCC(CC)[SiH2]c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C13H21NO2Si,38,C5H14Si
CC(=O)N(C[NH+]=N)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H12N3O2+,26,CH5N2+
CC(=O)Nc1ccc(O)c(NC=N)c1,CC(=O)Nc1ccc(O)cc1,C9H11N3O2,25,CH4N2
O=Cn1[nH]n1CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H10N4O3,26,CH3N3O
CCC(CS)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C12H17NO2S,33,C4H10S
C=CNC[SH2](=O)N(C(C)=O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C11H16N2O3S,33,C3H9NOS
CC(=O)N(CC(C)(Cl)CCl)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C12H15Cl2NO2,32,C4H8Cl2
O=C(CC12SC3=[SH]1=NN32)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H9N3O2S2,26,C2H2N2S2
C=C(OO)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C10H11NO4,26,C2H4O2
CC(=O)Nc1ccc(O[SH4]CC2=CO2)cc1,CC(=O)Nc1ccc(O)cc1,C11H15NO3S,31,C3H8OS
CCC(c1cc(NC(C)=O)ccc1O)C(C)O,CC(=O)Nc1ccc(O)cc1,C13H19NO3,36,C5H12O
C=C(OSNO)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C10H12N2O4S,29,C2H5NO2S
CC(=O)Nc1ccc(O)cc1N1C(C)C12C=C2,CC(=O)Nc1ccc(O)cc1,C13H14N2O2,31,C5H7N
CC(=O)Nc1ccc(OC2=C(O)C(Br)=C2)cc1,CC(=O)Nc1ccc(O)cc1,C12H10BrNO3,27,C4H3BrO
CC(=O)N(c1ccc(O)cc1)C1On2[nH]n2O1,CC(=O)Nc1ccc(O)cc1,C9H10N4O4,27,CH3N3O2
CC(=O)Nc1ccc(O)cc1C1=NOC1,CC(=O)Nc1ccc(O)cc1,C10H10N2O3,25,C2H3NO
O=C(CC1OOOC=[PH2]1)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H12NO5P,29,C2H5O3P
CC(=O)Nc1ccc(OC23N4C5N2C543)cc1,CC(=O)Nc1ccc(O)cc1,C11H9N3O2,25,C3H2N2
COC(CN)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C11H16N2O3,32,C3H9NO
CC(=O)Nc1ccc(O)cc1OCF,CC(=O)Nc1ccc(O)cc1,C9H10FNO3,24,CH3FO
CC(=O)Nc1ccc(OOOO[PH2]=O)cc1,CC(=O)Nc1ccc(O)cc1,C8H10NO6P,26,H3O4P
COCCOc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H15NO4,31,C3H8O2
CC(=O)Nc1ccc(O)cc1C=COCl,CC(=O)Nc1ccc(O)cc1,C10H10ClNO3,25,C2H3ClO
CC(=O)Nc1ccc(O)c(C(O)N(O)C=O)c1,CC(=O)Nc1ccc(O)cc1,C10H12N2O5,29,C2H5NO3
CC(=O)Nc1ccc(OC(F)CCCF)cc1,CC(=O)Nc1ccc(O)cc1,C12H15F2NO2,32,C4H8F2
CC(=O)Nc1ccc(O)c(C[NH3+])c1,CC(=O)Nc1ccc(O)cc1,C9H13N2O2+,26,CH6N+
CC(=O)Nc1ccc(O)cc1C1C23CC4C2C413,CC(=O)Nc1ccc(O)cc1,C14H13NO2,30,C6H6
CC=NC(CN)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C12H17N3O2,34,C4H10N2
CC(=O)Nc1ccc(O)c(C(C)I)c1,CC(=O)Nc1ccc(O)cc1,C10H12INO2,26,C2H5I
CC(=O)N(c1ccc(O)cc1)[SiH](C)C(O)CO,CC(=O)Nc1ccc(O)cc1,C11H17NO4Si,34,C3H10O2Si
CC(=O)Nc1ccc(O)c(NOC(C)=NCl)c1,CC(=O)Nc1ccc(O)cc1,C10H12ClN3O3,29,C2H5ClN2O
CC(=O)Nc1ccc(OC(C)C(N)S)cc1,CC(=O)Nc1ccc(O)cc1,C11H16N2O2S,32,C3H9NS
CC(=O)Nc1ccc(O)c(C=C(F)C(F)F)c1,CC(=O)Nc1ccc(O)cc1,C11H10F3NO2,27,C3H3F3
CC(=O)N(c1ccc(O)cc1)C(Br)CBr,CC(=O)Nc1ccc(O)cc1,C10H11Br2NO2,26,C2H4Br2
CC(=O)Nc1ccc(ONc2ncns2)cc1,CC(=O)Nc1ccc(O)cc1,C10H10N4O2S,27,C2H3N3S
CC(=O)Nc1ccc(O)cc1N1N2C=[SH]1=N2,CC(=O)Nc1ccc(O)cc1,C9H10N4O2S,26,CH3N3S
CC(=O)Nc1ccc(O)c(N=CC([O-])O)c1,CC(=O)Nc1ccc(O)cc1,C10H11N2O4-,27,C2H4NO2-
N#CCC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H8N2O2,21,CHN
CC(=O)Nc1ccc(O)c(OCC(C)C)c1,CC(=O)Nc1ccc(O)cc1,C12H17NO3,33,C4H10O
CC(=O)Nc1ccc(ON(C)CCO)cc1,CC(=O)Nc1ccc(O)cc1,C11H16N2O3,32,C3H9NO
CC(=O)N(c1ccc(O)cc1)[SH]123CSC14C2=C43,CC(=O)Nc1ccc(O)cc1,C12H11NO2S2,28,C4H4S2
CC(=O)Nc1ccc(O)c(C(O)(F)C=O)c1,CC(=O)Nc1ccc(O)cc1,C10H10FNO4,26,C2H3FO2
CC(=O)Nc1ccc(O)c(C(Br)OC=O)c1,CC(=O)Nc1ccc(O)cc1,C10H10BrNO4,26,C2H3BrO2
O=C(CNn1ccnn1)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H11N5O2,28,C2H4N4
CC(=O)Nc1ccc(O)cc1OC1C2ON12,CC(=O)Nc1ccc(O)cc1,C10H10N2O4,26,C2H3NO2
CC(=O)N(CCCCCO)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C13H19NO3,36,C5H12O
CC(=O)Nc1ccc(O)cc1C(Br)(Br)Br,CC(=O)Nc1ccc(O)cc1,C9H8Br3NO2,23,CHBr3
CC(=O)Nc1ccc(O)cc1C1CCSC1S,CC(=O)Nc1ccc(O)cc1,C12H15NO2S2,32,C4H8S2
CC(=O)Nc1ccc(O)cc1CBr,CC(=O)Nc1ccc(O)cc1,C9H10BrNO2,23,CH3Br
O=C(CN1N=N1)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C8H8N4O2,22,HN3
O=C(Cn1soc2oc1=2)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H8N2O4S,25,C2HNO2S
CC(=O)Nc1ccc(O)cc1C(F)F,CC(=O)Nc1ccc(O)cc1,C9H9F2NO2,23,CH2F2
CC(=O)N(c1ccc(O)cc1)C1(Cl)OO1,CC(=O)Nc1ccc(O)cc1,C9H8ClNO4,23,CHClO2
CC(=O)Nc1ccc(OOOCBN)cc1,CC(=O)Nc1ccc(O)cc1,C9H13BN2O4,29,CH6BNO2
CC(=O)Nc1ccc(O)c(CC(F)F)c1,CC(=O)Nc1ccc(O)cc1,C10H11F2NO2,26,C2H4F2
CC(=O)Nc1ccc(O)c(C(C)(C)[SiH](C)C)c1,CC(=O)Nc1ccc(O)cc1,C13H21NO2Si,38,C5H14Si
C[NH2+]C(C)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C11H17N2O2+,32,C3H10N+
CN(F)C(F)CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H12F2N2O2,28,C2H5F2N
CC(=O)N(c1ccc(O)cc1)C1CCCC1C,CC(=O)Nc1ccc(O)cc1,C14H19NO2,36,C6H12
CC(=O)Nc1ccc(O)c(C(F)C(C)CN)c1,CC(=O)Nc1ccc(O)cc1,C12H17FN2O2,34,C4H10FN
CC(=O)Nc1ccc(O)cc1C(=O)Cl,CC(=O)Nc1ccc(O)cc1,C9H8ClNO3,22,CHClO
CC(=O)Nc1ccc(O)c(C(C)(C)[SiH3])c1,CC(=O)Nc1ccc(O)cc1,C11H17NO2Si,32,C3H10Si
CC(=O)Nc1ccc(O)c(BC(O)O)c1,CC(=O)Nc1ccc(O)cc1,C9H12BNO4,27,CH5BO2
CC(=O)Nc1ccc(O)cc1C12OC(O1)C2[O-],CC(=O)Nc1ccc(O)cc1,C11H10NO5-,27,C3H3O3-
CNO[PH](=O)OCC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H13N2O5P,30,CH6NO3P
CC(=O)N(C=C(C)CCN)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C13H18N2O2,35,C5H11N
CC(=O)Nc1ccc(O)c(N(C)CCF)c1,CC(=O)Nc1ccc(O)cc1,C11H15FN2O2,31,C3H8FN
CC(=O)Nc1ccc(ONCCCNS)cc1,CC(=O)Nc1ccc(O)cc1,C11H17N3O2S,34,C3H10N2S
CC(=O)Nc1ccc(O)c(SOO)c1,CC(=O)Nc1ccc(O)cc1,C8H9NO4S,23,H2O2S
CC(=O)Nc1ccc(O)c(C(Cl)Cl)c1,CC(=O)Nc1ccc(O)cc1,C9H9Cl2NO2,23,CH2Cl2
CC(=O)Nc1ccc(O)cc1C1=NN2C(Br)C12,CC(=O)Nc1ccc(O)cc1,C11H10BrN3O2,27,C3H3BrN2
CC(=O)Nc1ccc(OC23CCN(C2)O3)cc1,CC(=O)Nc1ccc(O)cc1,C12H14N2O3,31,C4H7NO
CC(=O)Nc1ccc(O)c(C(Br)(Br)Br)c1,CC(=O)Nc1ccc(O)cc1,C9H8Br3NO2,23,CHBr3
CC(=O)Nc1ccc(O)cc1OC(O)=CBr,CC(=O)Nc1ccc(O)cc1,C10H10BrNO4,26,C2H3BrO2
C=C(C#N)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C11H10N2O2,25,C3H3N
CC(=O)Nc1ccc(OC2CO2)cc1,CC(=O)Nc1ccc(O)cc1,C10H11NO3,25,C2H4O
O=C(Cn1n2ncsn12)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H9N5O2S,26,CH2N4S
CC(=O)Nc1ccc(O)c(C2OC[PH3]2)c1,CC(=O)Nc1ccc(O)cc1,C10H14NO3P,29,C2H7OP
CC(=O)Nc1ccc(O)cc1O[PH2]=O,CC(=O)Nc1ccc(O)cc1,C8H10NO4P,24,H3O2P
CC(=O)N(c1ccc(O)cc1)C(C)C(N)Cl,CC(=O)Nc1ccc(O)cc1,C11H15ClN2O2,31,C3H8ClN
CC(=O)Nc1ccc(O)c(C2=C[SH2]2([O-])OO)c1,CC(=O)Nc1ccc(O)cc1,C10H12NO5S-,29,C2H5O3S-
CC(=O)Nc1ccc(OC(F)C2CO2)cc1,CC(=O)Nc1ccc(O)cc1,C11H12FNO3,28,C3H5FO
CC(=O)N(c1ccc(O)cc1)[PH]1(O)OOCS1,CC(=O)Nc1ccc(O)cc1,C9H12NO5PS,29,CH5O3PS
CC(=O)Nc1ccc(O)cc1C(Cl)CC=CN,CC(=O)Nc1ccc(O)cc1,C12H15ClN2O2,32,C4H8ClN
C=CC(Cl)(CCl)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C12H13Cl2NO2,30,C4H6Cl2
CC(=O)Nc1ccc(O)cc1OCOSCl,CC(=O)Nc1ccc(O)cc1,C9H10ClNO4S,26,CH3ClO2S
O=C(CC(O)(Cl)SO)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H10ClNO4S,26,CH3ClO2S
CC(=O)Nc1ccc(O)cc1C1[NH2+]OCCO1,CC(=O)Nc1ccc(O)cc1,C11H15N2O4+,32,C3H8NO2+
CC(=O)Nc1ccc(O)cc1OOSCl,CC(=O)Nc1ccc(O)cc1,C8H8ClNO4S,23,HClO2S
O=C(CN1CCSCO1)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C11H14N2O3S,31,C3H7NOS
CC(=O)Nc1ccc(O)cc1[N+]#N,CC(=O)Nc1ccc(O)cc1,C8H8N3O2+,21,HN2+
C=CC(SCC)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C13H17NO2S,34,C5H10S
CC(=O)N(c1ccc(O)cc1)C1OC2NC1O2,CC(=O)Nc1ccc(O)cc1,C11H12N2O4,29,C3H5NO2
CC(=O)Nc1ccc(O)cc1C(Cl)(Cl)Cl,CC(=O)Nc1ccc(O)cc1,C9H8Cl3NO2,23,CHCl3
CC(=O)Nc1ccc(O)cc1C1=C2S[SH3]21,CC(=O)Nc1ccc(O)cc1,C10H11NO2S2,26,C2H4S2
CC(=O)Nc1ccc(OC(C)CO)cc1,CC(=O)Nc1ccc(O)cc1,C11H15NO3,30,C3H8O
CC(=O)N(c1ccc(O)cc1)C1C2OOC21[O-],CC(=O)Nc1ccc(O)cc1,C11H10NO5-,27,C3H3O3-
CC(=O)Nc1ccc(O[NH2+]C(C)O)cc1,CC(=O)Nc1ccc(O)cc1,C10H15N2O3+,30,C2H8NO+
CC(=O)Nc1ccc(O)cc1C(Cl)C(Cl)Cl,CC(=O)Nc1ccc(O)cc1,C10H10Cl3NO2,26,C2H3Cl3
COC(CC(=O)Nc1ccc(O)cc1)C(C)F,CC(=O)Nc1ccc(O)cc1,C12H16FNO3,33,C4H9FO
CCCCN(C(C)=O)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C12H17NO2,32,C4H10
CCCCSc1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C12H17NO2S,33,C4H10S
N#[N+]CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C8H8N3O2+,21,HN2+
CC(=O)Nc1ccc(OC2=C3OOC32)cc1,CC(=O)Nc1ccc(O)cc1,C11H9NO4,25,C3H2O2
NNCC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C8H11N3O2,24,H4N2
CC(=O)N(SC1=CSC1=S)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C11H9NO2S3,26,C3H2S3
BCNOOc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C9H13BN2O4,29,CH6BNO2
CC(=O)Nc1ccc(O)cc1C(Br)(Br)CBr,CC(=O)Nc1ccc(O)cc1,C10H10Br3NO2,26,C2H3Br3
CC(=O)Nc1ccc(O)c(CCO)c1,CC(=O)Nc1ccc(O)cc1,C10H13NO3,27,C2H6O
CC(=O)Nc1ccc(O)c(C2(O)C(Cl)C2Cl)c1,CC(=O)Nc1ccc(O)cc1,C11H11Cl2NO3,28,C3H4Cl2O
CC(=O)Nc1ccc(O)c(P(Cl)Cl)c1,CC(=O)Nc1ccc(O)cc1,C8H8Cl2NO2P,22,HCl2P
CC(=O)Nc1ccc(OC(=O)O[PH](=O)O)cc1,CC(=O)Nc1ccc(O)cc1,C9H10NO6P,27,CH3O4P
CC(=O)Nc1ccc(O)cc1OO[PH](=O)O,CC(=O)Nc1ccc(O)cc1,C8H10NO6P,26,H3O4P
CC(=O)Nc1ccc(O)cc1N(Cl)C1=C=[SH]#C1,CC(=O)Nc1ccc(O)cc1,C11H9ClN2O2S,26,C3H2ClNS
C=C(CC(F)F)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C12H13F2NO2,30,C4H6F2
CC(=O)Nc1ccc(OS2#CN=2)cc1,CC(=O)Nc1ccc(O)cc1,C9H8N2O2S,22,CHNS
CC(=O)N(c1ccc(O)cc1)N1CN1,CC(=O)Nc1ccc(O)cc1,C9H11N3O2,25,CH4N2
CC(=O)Nc1ccc(O)cc1C1CC1(Cl)Cl,CC(=O)Nc1ccc(O)cc1,C11H11Cl2NO2,27,C3H4Cl2
CC(=O)Nc1ccc(O)c(CCCCBr)c1,CC(=O)Nc1ccc(O)cc1,C12H16BrNO2,32,C4H9Br
CC(=O)Nc1ccc(O[Si](C)(CCl)CCl)cc1,CC(=O)Nc1ccc(O)cc1,C11H15Cl2NO2Si,32,C3H8Cl2Si
CC(=O)Nc1ccc(OC#N)cc1,CC(=O)Nc1ccc(O)cc1,C9H8N2O2,21,CHN
CC(=O)Nc1ccc(O)cc1C1OC23ON2C13,CC(=O)Nc1ccc(O)cc1,C11H10N2O4,27,C3H3NO2
CCc1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C10H13NO2,26,C2H6
CCC(N)(F)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H15FN2O2,31,C3H8FN
CC(=O)N(c1ccc(O)cc1)C1SC2=C1C2Cl,CC(=O)Nc1ccc(O)cc1,C12H10ClNO2S,27,C4H3ClS
CC(=O)Nc1ccc(O)cc1OCF,CC(=O)Nc1ccc(O)cc1,C9H10FNO3,24,CH3FO
CC(=O)Nc1ccc(O)c(C2(C[O-])COO2)c1,CC(=O)Nc1ccc(O)cc1,C11H12NO5-,29,C3H5O3-
O=C(CC1=C2C3=[SH2]2C13)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C12H11NO2S,27,C4H4S
CC(=O)Nc1ccc(O)cc1C1OO1,CC(=O)Nc1ccc(O)cc1,C9H9NO4,23,CH2O2
CC(=O)N(c1ccc(O)cc1)C(N)ON=N,CC(=O)Nc1ccc(O)cc1,C9H12N4O3,28,CH5N3O
C#COONc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C10H10N2O4,26,C2H3NO2
C=NC(CC)Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C12H16N2O2,32,C4H9N
CC(=O)N(C[SeH])c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H11NO2Se,24,CH4Se
CC(=O)Nc1ccc(O)cc1S(=O)(=O)O[O-],CC(=O)Nc1ccc(O)cc1,C8H8NO6S-,24,HO4S-
CC(=O)Nc1ccc(OC(C)(C)[NH3+])cc1,CC(=O)Nc1ccc(O)cc1,C11H17N2O2+,32,C3H10N+
CC(=O)Nc1ccc(O)cc1OC(Br)C=O,CC(=O)Nc1ccc(O)cc1,C10H10BrNO4,26,C2H3BrO2
O=C(CCOCCl)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H12ClNO3,27,C2H5ClO
O=C(CC1OC(Br)O1)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H10BrNO4,26,C2H3BrO2
CC(=O)Nc1ccc(OC2(O)C=COO2)cc1,CC(=O)Nc1ccc(O)cc1,C11H11NO5,28,C3H4O3
CC(=O)Nc1ccc(O)c(SOON)c1,CC(=O)Nc1ccc(O)cc1,C8H10N2O4S,25,H3NO2S
O=C(CC(F)F)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H9F2NO2,23,CH2F2
CC(=O)Nc1ccc(O)cc1OC(O)S,CC(=O)Nc1ccc(O)cc1,C9H11NO4S,26,CH4O2S
O=C(CC(Cl)[SiH2]Cl)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H11Cl2NO2Si,26,CH4Cl2Si
CC(=O)N(C(=O)[O-])c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C9H8NO4-,22,CHO2-
C=CC1(c2cc(NC(C)=O)ccc2O)OCO1,CC(=O)Nc1ccc(O)cc1,C12H13NO4,30,C4H6O2
CC(=O)Nc1ccc(O)c(CC(C)CF)c1,CC(=O)Nc1ccc(O)cc1,C12H16FNO2,32,C4H9F
CC(=O)Nc1ccc(O)c(C(NN)C(C)S)c1,CC(=O)Nc1ccc(O)cc1,C11H17N3O2S,34,C3H10N2S
C[SiH](C)CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H15NO2Si,29,C2H8Si
CC(=O)Nc1ccc(O)cc1C1OC1F,CC(=O)Nc1ccc(O)cc1,C10H10FNO3,25,C2H3FO
CC(=O)Nc1ccc(O[SH2]23CC2C3S)cc1,CC(=O)Nc1ccc(O)cc1,C11H15NO2S2,31,C3H8S2
CC(=O)Nc1ccc(O[SH4]CN2C=C2)cc1,CC(=O)Nc1ccc(O)cc1,C11H16N2O2S,32,C3H9NS
CC(=O)Nc1ccc(O)c(C2SCN2C)c1,CC(=O)Nc1ccc(O)cc1,C11H14N2O2S,30,C3H7NS
CC(=O)Nc1ccc(O)cc1[PH](=O)O,CC(=O)Nc1ccc(O)cc1,C8H10NO4P,24,H3O2P
CC(=O)Nc1ccc(O)cc1C1=NN2CC12,CC(=O)Nc1ccc(O)cc1,C11H11N3O2,27,C3H4N2
C=CN(C#N)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H11N3O2,27,C3H4N2
CC(=O)Nc1ccc(O)c(C(F)(CF)SF)c1,CC(=O)Nc1ccc(O)cc1,C10H10F3NO2S,27,C2H3F3S
CC(=O)Nc1ccc(O)c(OC2(C)OC2O)c1,CC(=O)Nc1ccc(O)cc1,C11H13NO5,30,C3H6O3
C=C(c1cc(NC(C)=O)ccc1O)C(F)(F)F,CC(=O)Nc1ccc(O)cc1,C11H10F3NO2,27,C3H3F3
CCN(CC(=O)Nc1ccc(O)cc1)ONC,CC(=O)Nc1ccc(O)cc1,C11H17N3O3,34,C3H10N2O
CC(=O)Nc1ccc(ONC2O[PH2](C)O2)cc1,CC(=O)Nc1ccc(O)cc1,C10H15N2O4P,32,C2H8NO2P
O=C(Cc1conc1Br)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C11H9BrN2O3,26,C3H2BrNO
CC(=O)Nc1ccc(O)cc1C([O-])(O)[PH](=O)[O-],CC(=O)Nc1ccc(O)cc1,C9H10NO6P-2,27,CH3O4P-2
O=C(CCCNCOCl)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C11H15ClN2O3,32,C3H8ClNO
CNCSc1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C10H14N2O2S,29,C2H7NS
CC(=O)Nc1ccc(O)cc1C1NC2CC21,CC(=O)Nc1ccc(O)cc1,C12H14N2O2,30,C4H7N
O=C(COOOSO)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C8H9NO6S,25,H2O4S
CC(CC(=O)Nc1ccc(O)cc1)NNCS,CC(=O)Nc1ccc(O)cc1,C11H17N3O2S,34,C3H10N2S
CC(=O)Nc1ccc(O)cc1C(CO)OCO,CC(=O)Nc1ccc(O)cc1,C11H15NO5,32,C3H8O3
COn1[nH]n1Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C9H12N4O3,28,CH5N3O
CC(=O)Nc1ccc(O)c(-n2cc3o[nH]n32)c1,CC(=O)Nc1ccc(O)cc1,C10H10N4O3,27,C2H3N3O
CC(=O)Nc1ccc(O[SH](C)(=O)P(=O)=O)cc1,CC(=O)Nc1ccc(O)cc1,C9H12NO5PS,29,CH5O3PS
CC(=O)N(OOC(Cl)=CCl)c1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H9Cl2NO4,26,C2H2Cl2O2
CCCCc1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C12H17NO2,32,C4H10
CC(=O)Nc1ccc(O)cc1C(Cl)(Cl)Cl,CC(=O)Nc1ccc(O)cc1,C9H8Cl3NO2,23,CHCl3
C=C=NC(=NBr)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H10BrN3O2,27,C3H3BrN2
CC(=O)N(c1ccc(O)cc1)C12C3N1OC32Br,CC(=O)Nc1ccc(O)cc1,C11H9BrN2O3,26,C3H2BrNO
CC(=O)Nc1ccc(O)cc1C1C2=[SH3]C21CS,CC(=O)Nc1ccc(O)cc1,C12H15NO2S2,32,C4H8S2
CCOC(=CCl)c1cc(O)ccc1NC(C)=O,CC(=O)Nc1ccc(O)cc1,C12H14ClNO3,31,C4H7ClO
CC(=O)Nc1ccc(OC(C)(Br)Br)cc1,CC(=O)Nc1ccc(O)cc1,C10H11Br2NO2,26,C2H4Br2
CC(=O)Nc1ccc(O)c(CBr)c1,CC(=O)Nc1ccc(O)cc1,C9H10BrNO2,23,CH3Br
CC(=O)Nc1ccc(OC#CI)cc1,CC(=O)Nc1ccc(O)cc1,C10H8INO2,22,C2HI
CC(=O)Nc1ccc(O)cc1C[SiH2]C(C)CO,CC(=O)Nc1ccc(O)cc1,C12H19NO3Si,36,C4H12OSi
CC(=O)Nc1ccc(O)c(OC2=C3OC23)c1,CC(=O)Nc1ccc(O)cc1,C11H9NO4,25,C3H2O2
CC(=O)Nc1ccc(O)cc1C12C3SC1(Cl)C32,CC(=O)Nc1ccc(O)cc1,C12H10ClNO2S,27,C4H3ClS
CC(=O)Nc1ccc(O)c(C2N3N4OSC243)c1,CC(=O)Nc1ccc(O)cc1,C10H9N3O3S,26,C2H2N2OS
O=C(COC(F)C(F)F)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C10H10F3NO3,27,C2H3F3O
O=C(CN1N=N1)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C8H8N4O2,22,HN3
CNCC1NN1Oc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,C11H16N4O2,33,C3H9N3
CC1C=NCC1CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,C13H16N2O2,33,C5H9N
COC([O-])C(=O)c1cc(NC(C)=O)ccc1O,CC(=O)Nc1ccc(O)cc1,C11H12NO5-,29,C3H5O3-
CC(=O)Nc1ccc(O)cc1C1([O-])CO1,CC(=O)Nc1ccc(O)cc1,C10H10NO4-,25,C2H3O2-
